2021-05-05 16:40:13,136 1352 [background-preinit] INFO   o.h.validator.internal.util.Version.<clinit>-:21  - HV000001: Hibernate Validator 6.0.21.Final
2021-05-05 16:40:13,166 1382 [restartedMain] INFO   o.s.boot.StartupInfoLogger.logStarting-:55  - Starting ResourceApiApplication on DESKTOP-KQHI75A with PID 17148 (C:\Users\pc\IdeaProjects\resource_solution\resource_api\target\classes started by pc in C:\Users\pc\IdeaProjects\resource_solution)
2021-05-05 16:40:13,167 1383 [restartedMain] INFO   o.s.boot.SpringApplication.logStartupProfileInfo-:655  - The following profiles are active: test
2021-05-05 16:40:13,221 1437 [restartedMain] INFO   o.s.boot.logging.DeferredLog.logTo-:225  - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-05-05 16:40:13,221 1437 [restartedMain] INFO   o.s.boot.logging.DeferredLog.logTo-:225  - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-05-05 16:40:14,226 2442 [restartedMain] INFO   o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn-:127  - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-05-05 16:40:14,352 2568 [restartedMain] INFO   o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn-:187  - Finished Spring Data repository scanning in 117ms. Found 6 JPA repository interfaces.
2021-05-05 16:40:15,036 3252 [restartedMain] INFO   o.s.b.w.e.tomcat.TomcatWebServer.initialize-:91  - Tomcat initialized with port(s): 8788 (http)
2021-05-05 16:40:15,043 3259 [restartedMain] INFO   org.apache.juli.logging.DirectJDKLog.log-:173  - Initializing ProtocolHandler ["http-nio-8788"]
2021-05-05 16:40:15,044 3260 [restartedMain] INFO   org.apache.juli.logging.DirectJDKLog.log-:173  - Starting service [Tomcat]
2021-05-05 16:40:15,044 3260 [restartedMain] INFO   org.apache.juli.logging.DirectJDKLog.log-:173  - Starting Servlet engine: [Apache Tomcat/9.0.39]
2021-05-05 16:40:15,150 3366 [restartedMain] INFO   org.apache.juli.logging.DirectJDKLog.log-:173  - Initializing Spring embedded WebApplicationContext
2021-05-05 16:40:15,150 3366 [restartedMain] INFO   o.s.b.w.s.c.ServletWebServerApplicationContext.prepareWebApplicationContext-:283  - Root WebApplicationContext: initialization completed in 1928 ms
2021-05-05 16:40:15,349 3565 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.attemptFromContextLoader-:946  - Driver class com.mysql.cj.jdbc.Driver found in Thread context class loader org.springframework.boot.devtools.restart.classloader.RestartClassLoader@2dac815a
2021-05-05 16:40:15,385 3601 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1066  - HikariPool-1 - configuration:
2021-05-05 16:40:15,386 3602 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - allowPoolSuspension.............false
2021-05-05 16:40:15,387 3603 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - autoCommit......................true
2021-05-05 16:40:15,387 3603 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - catalog.........................none
2021-05-05 16:40:15,387 3603 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - connectionInitSql...............none
2021-05-05 16:40:15,388 3604 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - connectionTestQuery.............none
2021-05-05 16:40:15,388 3604 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - connectionTimeout...............30000
2021-05-05 16:40:15,388 3604 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - dataSource......................none
2021-05-05 16:40:15,388 3604 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - dataSourceClassName.............none
2021-05-05 16:40:15,389 3605 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - dataSourceJNDI..................none
2021-05-05 16:40:15,389 3605 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - dataSourceProperties............{password=<masked>, prepStmtCacheSqlLimit=2048F, cachePrepStmts=true, useServerPrepStmts=true, prepStmtCacheSize=250}
2021-05-05 16:40:15,390 3606 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - driverClassName................."com.mysql.cj.jdbc.Driver"
2021-05-05 16:40:15,390 3606 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - exceptionOverrideClassName......none
2021-05-05 16:40:15,390 3606 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - healthCheckProperties...........{}
2021-05-05 16:40:15,390 3606 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - healthCheckRegistry.............none
2021-05-05 16:40:15,390 3606 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - idleTimeout.....................600000
2021-05-05 16:40:15,390 3606 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - initializationFailTimeout.......1
2021-05-05 16:40:15,391 3607 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - isolateInternalQueries..........false
2021-05-05 16:40:15,391 3607 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - jdbcUrl.........................jdbc:mysql://127.0.0.1:3306/resource_sol?allowMultiQueries=true
2021-05-05 16:40:15,392 3608 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - leakDetectionThreshold..........0
2021-05-05 16:40:15,392 3608 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - maxLifetime.....................1800000
2021-05-05 16:40:15,392 3608 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - maximumPoolSize.................10
2021-05-05 16:40:15,392 3608 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - metricRegistry..................none
2021-05-05 16:40:15,392 3608 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - metricsTrackerFactory...........none
2021-05-05 16:40:15,392 3608 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - minimumIdle.....................10
2021-05-05 16:40:15,393 3609 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - password........................<masked>
2021-05-05 16:40:15,393 3609 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - poolName........................"HikariPool-1"
2021-05-05 16:40:15,393 3609 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - readOnly........................false
2021-05-05 16:40:15,393 3609 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - registerMbeans..................false
2021-05-05 16:40:15,394 3610 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - scheduledExecutor...............none
2021-05-05 16:40:15,394 3610 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - schema..........................none
2021-05-05 16:40:15,394 3610 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - threadFactory...................internal
2021-05-05 16:40:15,394 3610 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - transactionIsolation............default
2021-05-05 16:40:15,394 3610 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - username........................"root"
2021-05-05 16:40:15,394 3610 [restartedMain] DEBUG  com.zaxxer.hikari.HikariConfig.logConfiguration-:1098  - validationTimeout...............5000
2021-05-05 16:40:15,394 3610 [restartedMain] INFO   com.zaxxer.hikari.HikariDataSource.getConnection-:110  - HikariPool-1 - Starting...
2021-05-05 16:40:15,524 3740 [restartedMain] DEBUG  com.zaxxer.hikari.pool.HikariPool.checkFailFast-:564  - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@371bf3fc
2021-05-05 16:40:15,526 3742 [restartedMain] INFO   com.zaxxer.hikari.HikariDataSource.getConnection-:123  - HikariPool-1 - Start completed.
2021-05-05 16:40:15,640 3856 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool.logPoolState-:421  - HikariPool-1 - Pool stats (total=1, active=1, idle=0, waiting=0)
2021-05-05 16:40:15,646 3862 [HikariPool-1 connection adder] DEBUG  c.z.h.p.HikariPool$PoolEntryCreator.call-:728  - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3e86418e
2021-05-05 16:40:15,649 3865 [HikariPool-1 connection adder] DEBUG  c.z.h.p.HikariPool$PoolEntryCreator.call-:728  - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@7fbb4bb5
2021-05-05 16:40:15,653 3869 [HikariPool-1 connection adder] DEBUG  c.z.h.p.HikariPool$PoolEntryCreator.call-:728  - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4e0e7043
2021-05-05 16:40:15,656 3872 [HikariPool-1 connection adder] DEBUG  c.z.h.p.HikariPool$PoolEntryCreator.call-:728  - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1f94b4fa
2021-05-05 16:40:15,659 3875 [HikariPool-1 connection adder] DEBUG  c.z.h.p.HikariPool$PoolEntryCreator.call-:728  - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@2634eed5
2021-05-05 16:40:15,662 3878 [HikariPool-1 connection adder] DEBUG  c.z.h.p.HikariPool$PoolEntryCreator.call-:728  - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1bdacfc7
2021-05-05 16:40:15,665 3881 [HikariPool-1 connection adder] DEBUG  c.z.h.p.HikariPool$PoolEntryCreator.call-:728  - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@146e4c97
2021-05-05 16:40:15,668 3884 [HikariPool-1 connection adder] DEBUG  c.z.h.p.HikariPool$PoolEntryCreator.call-:728  - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@766af065
2021-05-05 16:40:15,672 3888 [HikariPool-1 connection adder] DEBUG  c.z.h.p.HikariPool$PoolEntryCreator.call-:728  - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@263d1880
2021-05-05 16:40:15,672 3888 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool.logPoolState-:421  - HikariPool-1 - After adding stats (total=10, active=1, idle=9, waiting=0)
2021-05-05 16:40:16,448 4664 [restartedMain] INFO   liquibase.logging.core.Slf4jLogger.info-:42  - SELECT COUNT(*) FROM resource_sol.DATABASECHANGELOGLOCK
2021-05-05 16:40:16,453 4669 [restartedMain] INFO   liquibase.logging.core.Slf4jLogger.info-:42  - SELECT COUNT(*) FROM resource_sol.DATABASECHANGELOGLOCK
2021-05-05 16:40:16,456 4672 [restartedMain] INFO   liquibase.logging.core.Slf4jLogger.info-:42  - SELECT `LOCKED` FROM resource_sol.DATABASECHANGELOGLOCK WHERE ID=1
2021-05-05 16:40:16,469 4685 [restartedMain] INFO   liquibase.logging.core.Slf4jLogger.info-:42  - Successfully acquired change log lock
2021-05-05 16:40:17,925 6141 [restartedMain] INFO   liquibase.logging.core.Slf4jLogger.info-:42  - SELECT MD5SUM FROM resource_sol.DATABASECHANGELOG WHERE MD5SUM IS NOT NULL LIMIT 1
2021-05-05 16:40:17,926 6142 [restartedMain] INFO   liquibase.logging.core.Slf4jLogger.info-:42  - SELECT COUNT(*) FROM resource_sol.DATABASECHANGELOG
2021-05-05 16:40:17,927 6143 [restartedMain] INFO   liquibase.logging.core.Slf4jLogger.info-:42  - Reading from resource_sol.DATABASECHANGELOG
2021-05-05 16:40:17,928 6144 [restartedMain] INFO   liquibase.logging.core.Slf4jLogger.info-:42  - SELECT * FROM resource_sol.DATABASECHANGELOG ORDER BY DATEEXECUTED ASC, ORDEREXECUTED ASC
2021-05-05 16:40:17,941 6157 [restartedMain] INFO   liquibase.logging.core.Slf4jLogger.info-:42  - Successfully released change log lock
2021-05-05 16:40:18,050 6266 [restartedMain] INFO   o.h.jpa.internal.util.LogHelper.logPersistenceUnitInformation-:31  - HHH000204: Processing PersistenceUnitInfo [name: default]
2021-05-05 16:40:18,094 6310 [restartedMain] INFO   org.hibernate.Version.logVersion-:44  - HHH000412: Hibernate ORM core version 5.4.22.Final
2021-05-05 16:40:18,209 6425 [restartedMain] INFO   o.h.a.c.r.java.JavaReflectionManager.<clinit>-:49  - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
